~ACCTNO~|~TRDATE~|~TRTYPE~|~TRDESC~|~TRAMT~|~REV1~|~REV2~|~REV3~|~REV4~|~REV5~|~REV6~|~REV7~|~REV8~|~REV9~|~REV10~|~REV11~|~REV12~|~REV13~|~REV14~|~REV15~|~TAX1~|~TAX2~|~TAX3~|~TAX4~|~TAX5~|~TAX6~|~TAX7~|~TAX8~|~TAX9~|~TAX10~|~TAX11~|~TAX12~|~TAX13~|~TAX14~|~TAX15~|~MTY1~|~MTY2~|~MTY3~|~MTY4~|~MTY5~|~MTY6~|~MTY7~|~CRD1~|~CRD2~|~CRD3~|~CRD4~|~CRD5~|~CRD6~|~CRD7~|~PRD1~|~PRD2~|~PRD3~|~PRD4~|~PRD5~|~PRD6~|~PRD7~|~ERD1~|~ERD2~|~ERD3~|~ERD4~|~ERD5~|~ERD6~|~ERD7~|~BLNO~|~RDATE~|~BDATE~|~PDDATE~|~DDATE~|~PRP~|~OPNO~|~RBAL~|~CHKA~|~CSHA~|~PDATE~
~3~|~11/08/2016~|~4~|~CM-5495~|~57.17~|~9.88~|~19.29~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~57.17~|~0.00~|~~
~3~|~10/31/2016~|~1~|~Utility Billing~|~57.17~|~9.88~|~19.29~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~189640~|~0~|~0~|~0~|~0~|~0~|~0~|~187070~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~10/24/2016~|~10/31/2016~|~11/15/2016~|~11/10/2016~|~0~|~5~|~57.17~|~0.00~|~0.00~|~09/22/2016~
~3~|~10/07/2016~|~4~|~CM-ck#8081~|~90.40~|~20.21~|~42.19~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~90.40~|~0.00~|~~
~3~|~09/30/2016~|~1~|~Utility Billing~|~90.40~|~20.21~|~42.19~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~187070~|~0~|~0~|~0~|~0~|~0~|~0~|~180510~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~09/22/2016~|~09/30/2016~|~10/17/2016~|~10/10/2016~|~0~|~5~|~90.40~|~0.00~|~0.00~|~08/29/2016~
~3~|~09/12/2016~|~4~|~CM-ck#8073~|~66.91~|~12.91~|~26.00~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~66.91~|~0.00~|~~
~3~|~08/31/2016~|~1~|~Utility Billing~|~66.91~|~12.91~|~26.00~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~180510~|~0~|~0~|~0~|~0~|~0~|~0~|~176770~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~08/29/2016~|~08/31/2016~|~09/15/2016~|~09/10/2016~|~0~|~5~|~66.91~|~0.00~|~0.00~|~07/21/2016~
~3~|~08/16/2016~|~4~|~CM-ck#8069~|~54.09~|~8.92~|~17.17~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~54.09~|~0.00~|~~
~3~|~07/29/2016~|~1~|~Utility Billing~|~54.09~|~8.92~|~17.17~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~176770~|~0~|~0~|~0~|~0~|~0~|~0~|~175630~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~3~|~07/21/2016~|~07/29/2016~|~08/15/2016~|~08/10/2016~|~0~|~5~|~54.09~|~0.00~|~0.00~|~06/23/2016~
~3~|~07/18/2016~|~4~|~CM-8062~|~51.97~|~8.50~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~51.97~|~0.00~|~~
~3~|~06/30/2016~|~1~|~Utility Billing~|~51.97~|~8.50~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~175630~|~0~|~0~|~0~|~0~|~0~|~0~|~173440~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~06/23/2016~|~06/30/2016~|~07/15/2016~|~07/11/2016~|~0~|~5~|~51.97~|~0.00~|~0.00~|~05/23/2016~
~3~|~06/16/2016~|~4~|~CM-8050~|~51.97~|~8.50~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~51.97~|~0.00~|~~
~3~|~05/31/2016~|~1~|~Utility Billing~|~51.97~|~8.50~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~173440~|~0~|~0~|~0~|~0~|~0~|~0~|~171840~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~05/23/2016~|~05/31/2016~|~06/15/2016~|~06/10/2016~|~0~|~5~|~51.97~|~0.00~|~0.00~|~04/26/2016~
~3~|~05/12/2016~|~4~|~CM-8038~|~58.47~|~10.63~|~19.84~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.47~|~0.00~|~~
~3~|~04/29/2016~|~1~|~Utility Billing~|~58.47~|~10.63~|~19.84~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~171840~|~0~|~0~|~0~|~0~|~0~|~0~|~168760~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~04/26/2016~|~04/29/2016~|~05/16/2016~|~05/10/2016~|~0~|~5~|~58.47~|~0.00~|~0.00~|~03/22/2016~
~3~|~04/18/2016~|~4~|~CM-ck#8030~|~53.52~|~9.01~|~16.51~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~53.52~|~0.00~|~~
~3~|~03/31/2016~|~1~|~Utility Billing~|~53.52~|~9.01~|~16.51~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~168760~|~0~|~0~|~0~|~0~|~0~|~0~|~166350~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~03/22/2016~|~03/31/2016~|~04/15/2016~|~04/11/2016~|~0~|~5~|~53.52~|~0.00~|~0.00~|~02/18/2016~
~3~|~03/18/2016~|~4~|~CM-8029~|~57.17~|~8.50~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~5.20~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~57.17~|~0.00~|~~
~3~|~03/16/2016~|~6~|~PENALTY~|~5.20~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~5.20~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~57.17~|~0.00~|~0.00~|~~
~3~|~02/29/2016~|~1~|~Utility Billing~|~51.97~|~8.50~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~166350~|~0~|~0~|~0~|~0~|~0~|~0~|~164330~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~02/18/2016~|~02/29/2016~|~03/15/2016~|~03/10/2016~|~0~|~5~|~51.97~|~0.00~|~0.00~|~01/20/2016~
~3~|~02/04/2016~|~4~|~CM-ck#8026~|~53.00~|~8.84~|~16.16~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~53.00~|~0.00~|~~
~3~|~01/28/2016~|~1~|~Utility Billing~|~53.00~|~8.84~|~16.16~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~164330~|~0~|~0~|~0~|~0~|~0~|~0~|~161990~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~01/20/2016~|~01/28/2016~|~02/15/2016~|~02/10/2016~|~0~|~5~|~53.00~|~0.00~|~0.00~|~12/17/2015~
~3~|~01/19/2016~|~4~|~CM-ck#8028~|~60.53~|~11.30~|~21.23~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~60.53~|~0.00~|~~
~3~|~12/29/2015~|~1~|~Utility Billing~|~60.53~|~11.30~|~21.23~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~161990~|~0~|~0~|~0~|~0~|~0~|~0~|~158630~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~12/17/2015~|~12/29/2015~|~01/15/2016~|~01/11/2016~|~0~|~5~|~60.53~|~0.00~|~0.00~|~11/18/2015~
~3~|~12/09/2015~|~4~|~CM-ck#8014~|~62.23~|~11.86~|~22.37~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~62.23~|~0.00~|~~
~3~|~11/30/2015~|~4~|~CM-Nov-#8011~|~57.17~|~8.50~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~5.20~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~62.23~|~57.17~|~0.00~|~~
~3~|~11/24/2015~|~1~|~Utility Billing~|~62.23~|~11.86~|~22.37~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~158630~|~0~|~0~|~0~|~0~|~0~|~0~|~155040~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~11/18/2015~|~11/24/2015~|~12/15/2015~|~12/10/2015~|~0~|~5~|~119.40~|~0.00~|~0.00~|~10/23/2015~
~3~|~11/17/2015~|~6~|~penalty~|~5.20~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~5.20~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~57.17~|~0.00~|~0.00~|~~
~3~|~10/29/2015~|~1~|~Utility Billing~|~51.97~|~8.50~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~155040~|~0~|~0~|~0~|~0~|~0~|~0~|~153020~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~10/23/2015~|~10/29/2015~|~11/16/2015~|~11/10/2015~|~0~|~5~|~51.97~|~0.00~|~0.00~|~09/22/2015~
~3~|~10/12/2015~|~4~|~CM-ck#8001~|~61.50~|~11.62~|~21.88~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~61.50~|~0.00~|~~
~3~|~09/29/2015~|~1~|~Utility Billing~|~61.50~|~11.62~|~21.88~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~153020~|~0~|~0~|~0~|~0~|~0~|~0~|~149530~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~09/22/2015~|~09/29/2015~|~10/15/2015~|~10/10/2015~|~0~|~5~|~61.50~|~0.00~|~0.00~|~08/20/2015~
~3~|~09/02/2015~|~4~|~CM-7991~|~136.57~|~93.10~|~15.47~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~136.57~|~0.00~|~~
~3~|~08/26/2015~|~12~|~Bill-Downward Adjustm~|~173.75~|~0.00~|~173.75~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~5~|~136.57~|~0.00~|~0.00~|~~
~3~|~08/28/2015~|~1~|~Utility Billing~|~310.32~|~93.10~|~189.22~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~149530~|~0~|~0~|~0~|~0~|~0~|~0~|~112370~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~2~|~08/20/2015~|~08/28/2015~|~09/15/2015~|~09/10/2015~|~0~|~5~|~310.32~|~0.00~|~0.00~|~07/23/2015~
~3~|~08/17/2015~|~4~|~CM-ck#7985~|~150.52~|~104.52~|~18.00~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~150.52~|~0.00~|~~
~3~|~08/17/2015~|~12~|~Bill-Downward Adjustm~|~194.67~|~0.00~|~194.67~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~5~|~150.52~|~0.00~|~0.00~|~~
